ID,First Name,Last Name,Area Code,Location Code,Date,Time,Contact
15,Mabel,Watters,11637,17,2020-08-13,18:00,None
15,Mabel,Watters,14137,76,2020-08-15,19:30,"235, 156"
235,Jeremy,Velasquez,14137,76,2020-08-15,19:30,"15, 156"
156,Sanford,Pittman,14137,76,2020-08-15,19:30,"235, 15"
16,Paul,Ramos,12585,49,2020-08-09,21:30,387
387,Brian,Nelson,12585,49,2020-08-09,21:30,16
16,Paul,Ramos,11762,92,2020-08-11,13:30,680
680,Lucia,Kidd,11762,92,2020-08-11,13:30,16
16,Paul,Ramos,11150,77,2020-08-10,7:30,None
16,Paul,Ramos,12834,75,2020-08-11,23:30,None
17,Geraldine,Truiolo,10465,21,2020-08-14,11:00,"179, 124, 814"
179,Frank,Guerrero,10465,21,2020-08-14,11:00,"17, 124, 814"
124,Juan,Vega,10465,21,2020-08-14,11:00,"179, 17, 814"
814,Edna,Liu,10465,21,2020-08-14,11:00,"179, 124, 17"
17,Geraldine,Truiolo,14874,39,2020-08-10,14:00,"360, 506"
360,Lucille,Dobson,14874,39,2020-08-10,14:00,"17, 506"
506,Elizabeth,Bridge,14874,39,2020-08-10,14:00,"360, 17"
17,Geraldine,Truiolo,14927,86,2020-08-13,7:30,None
18,Tracey,Lor,11447,75,2020-08-12,15:30,"504, 744, 546"
504,Sandra,Lanier,11447,75,2020-08-12,15:30,"18, 744, 546"
744,Thomas,Monarrez,11447,75,2020-08-12,15:30,"504, 18, 546"
546,Frances,Willmore,11447,75,2020-08-12,15:30,"504, 744, 18"
18,Tracey,Lor,12354,78,2020-08-11,19:00,None
18,Tracey,Lor,12925,37,2020-08-11,9:00,None
18,Tracey,Lor,10370,5,2020-08-09,18:00,"639, 920"
639,Robyn,Mclean,10370,5,2020-08-09,18:00,"18, 920"
920,Patricia,Cason,10370,5,2020-08-09,18:00,"639, 18"
19,Ryan,Clark,11629,20,2020-08-14,22:30,None
20,Douglas,Kessler,13735,76,2020-08-11,10:00,"692, 366"
692,Eric,Ellis,13735,76,2020-08-11,10:00,"20, 366"
366,Kyle,Llanas,13735,76,2020-08-11,10:00,"692, 20"
20,Douglas,Kessler,10658,86,2020-08-15,8:30,"824, 355, 397, 491"
824,Maggie,Johnson,10658,86,2020-08-15,8:30,"20, 355, 397, 491"
355,Bruce,Smith,10658,86,2020-08-15,8:30,"824, 20, 397, 491"
397,Nancy,Sedore,10658,86,2020-08-15,8:30,"824, 355, 20, 491"
491,Chester,Ramirez,10658,86,2020-08-15,8:30,"824, 355, 397, 20"
21,Janet,Jeans,12883,70,2020-08-11,13:00,None
21,Janet,Jeans,11222,53,2020-08-13,11:00,None
22,Margaret,Branch,13529,78,2020-08-14,18:00,"383, 328, 922, 337"
383,Kristin,Lyons,13529,78,2020-08-14,18:00,"22, 328, 922, 337"
328,Stephanie,Oh,13529,78,2020-08-14,18:00,"383, 22, 922, 337"
922,Christina,Byer,13529,78,2020-08-14,18:00,"383, 328, 22, 337"
337,Vincent,Rake,13529,78,2020-08-14,18:00,"383, 328, 922, 22"
23,Cary,Wince,11071,4,2020-08-11,21:00,"978, 581, 296"
978,Robert,Smith,11071,4,2020-08-11,21:00,"23, 581, 296"
581,Sondra,Willis,11071,4,2020-08-11,21:00,"978, 23, 296"
296,Ivan,Guevara,11071,4,2020-08-11,21:00,"978, 581, 23"
23,Cary,Wince,11701,98,2020-08-10,23:30,None
24,William,Mchattie,14356,6,2020-08-14,17:00,None
24,William,Mchattie,13378,37,2020-08-10,23:30,"283, 840"
283,Elvera,Merle,13378,37,2020-08-10,23:30,"24, 840"
840,John,Martinez,13378,37,2020-08-10,23:30,"283, 24"
24,William,Mchattie,12508,65,2020-08-09,22:30,None
24,William,Mchattie,12454,47,2020-08-12,17:00,None
24,William,Mchattie,11384,76,2020-08-14,7:30,None
25,Jami,Williams,11568,87,2020-08-13,16:30,"240, 300"
240,Mildred,Willoughby,11568,87,2020-08-13,16:30,"25, 300"
300,Celeste,Lofton,11568,87,2020-08-13,16:30,"240, 25"
26,Margaret,Pilla,13413,38,2020-08-15,13:00,None
26,Margaret,Pilla,10394,71,2020-08-10,9:00,"403, 619, 515, 756"
403,Lee,Valadez,10394,71,2020-08-10,9:00,"26, 619, 515, 756"
619,Jimmie,Plowden,10394,71,2020-08-10,9:00,"403, 26, 515, 756"
515,Marty,Warren,10394,71,2020-08-10,9:00,"403, 619, 26, 756"
756,Angie,Totaro,10394,71,2020-08-10,9:00,"403, 619, 515, 26"
27,Alethea,Besser,14273,11,2020-08-12,23:00,None
27,Alethea,Besser,11981,87,2020-08-11,13:00,"903, 7, 845, 350"
903,Albert,Barrett,11981,87,2020-08-11,13:00,"27, 7, 845, 350"
7,Jeannie,Tyson,11981,87,2020-08-11,13:00,"903, 27, 845, 350"
845,Eric,Carr,11981,87,2020-08-11,13:00,"903, 7, 27, 350"
350,Lee,Floyd,11981,87,2020-08-11,13:00,"903, 7, 845, 27"
27,Alethea,Besser,11796,56,2020-08-15,18:30,"597, 260, 88"
597,Linda,Scott,11796,56,2020-08-15,18:30,"27, 260, 88"
260,Emily,Tackett,11796,56,2020-08-15,18:30,"597, 27, 88"
88,Norman,Ingram,11796,56,2020-08-15,18:30,"597, 260, 27"
27,Alethea,Besser,13147,76,2020-08-15,7:30,None
28,Casey,Preston,13996,29,2020-08-12,8:30,None
28,Casey,Preston,13691,21,2020-08-09,20:00,None
29,Jennifer,Black,11713,78,2020-08-11,18:30,"182, 174"
182,Benny,Shoup,11713,78,2020-08-11,18:30,"29, 174"
174,Thomas,Nolan,11713,78,2020-08-11,18:30,"182, 29"
29,Jennifer,Black,10820,12,2020-08-14,18:00,"622, 517"
622,Kristen,Garcia,10820,12,2020-08-14,18:00,"29, 517"
517,Susan,Anguiano,10820,12,2020-08-14,18:00,"622, 29"
31,Della,Fruits,13643,93,2020-08-13,9:30,"492, 687"
492,Joseph,Caponera,13643,93,2020-08-13,9:30,"31, 687"
687,William,Mills,13643,93,2020-08-13,9:30,"492, 31"
31,Della,Fruits,14820,79,2020-08-15,15:30,None
31,Della,Fruits,10028,73,2020-08-13,17:00,None
31,Della,Fruits,13682,28,2020-08-09,10:00,None
31,Della,Fruits,12813,59,2020-08-12,17:30,None
31,Della,Fruits,14067,99,2020-08-11,12:00,"133, 99"
133,Marcus,Caruthers,14067,99,2020-08-11,12:00,"31, 99"
99,Bryan,Cox,14067,99,2020-08-11,12:00,"133, 31"
31,Della,Fruits,13954,42,2020-08-14,18:30,"640, 234, 466, 748"
640,Sara,Sullinger,13954,42,2020-08-14,18:30,"31, 234, 466, 748"
234,Eva,Nagel,13954,42,2020-08-14,18:30,"640, 31, 466, 748"
466,Erica,Ludwick,13954,42,2020-08-14,18:30,"640, 234, 31, 748"
748,Angelika,Jaramillo,13954,42,2020-08-14,18:30,"640, 234, 466, 31"
32,Michael,Singleton,12666,71,2020-08-10,7:00,"310, 990, 194, 550"
310,Elisabeth,Fried,12666,71,2020-08-10,7:00,"32, 990, 194, 550"
990,Jeffrey,Borchers,12666,71,2020-08-10,7:00,"310, 32, 194, 550"
194,Annette,Brown,12666,71,2020-08-10,7:00,"310, 990, 32, 550"
550,Lavone,Harris,12666,71,2020-08-10,7:00,"310, 990, 194, 32"
32,Michael,Singleton,11431,59,2020-08-10,9:00,"508, 992, 122, 162"
508,Darlene,Gould,11431,59,2020-08-10,9:00,"32, 992, 122, 162"
992,Truman,Paulk,11431,59,2020-08-10,9:00,"508, 32, 122, 162"
122,Eric,Godfrey,11431,59,2020-08-10,9:00,"508, 992, 32, 162"
162,Katherine,Peralta,11431,59,2020-08-10,9:00,"508, 992, 122, 32"
32,Michael,Singleton,10897,25,2020-08-14,14:30,76
76,Judith,Mowatt,10897,25,2020-08-14,14:30,32
32,Michael,Singleton,11288,56,2020-08-11,23:30,None
32,Michael,Singleton,10695,89,2020-08-11,7:00,None
32,Michael,Singleton,14340,53,2020-08-12,22:30,"482, 393, 541, 632"
482,Edward,Rockett,14340,53,2020-08-12,22:30,"32, 393, 541, 632"
393,Jose,Silbert,14340,53,2020-08-12,22:30,"482, 32, 541, 632"
541,Gail,Gambrill,14340,53,2020-08-12,22:30,"482, 393, 32, 632"
632,Richard,Deutsch,14340,53,2020-08-12,22:30,"482, 393, 541, 32"
32,Michael,Singleton,11048,46,2020-08-13,13:30,"577, 553, 879"
577,Gene,Richardson,11048,46,2020-08-13,13:30,"32, 553, 879"
553,Shane,Gomez,11048,46,2020-08-13,13:30,"577, 32, 879"
879,Nathaniel,French,11048,46,2020-08-13,13:30,"577, 553, 32"
33,Christopher,Reyna,11533,98,2020-08-14,18:00,181
181,Tamara,Dexter,11533,98,2020-08-14,18:00,33
34,Cindy,Bryant,13432,3,2020-08-10,21:00,None
34,Cindy,Bryant,11944,70,2020-08-11,17:00,"150, 857, 884, 333"
150,Ben,Mccarty,11944,70,2020-08-11,17:00,"34, 857, 884, 333"
857,Donna,Belton,11944,70,2020-08-11,17:00,"150, 34, 884, 333"
884,Toni,Dobson,11944,70,2020-08-11,17:00,"150, 857, 34, 333"
333,William,Filthaut,11944,70,2020-08-11,17:00,"150, 857, 884, 34"
34,Cindy,Bryant,12751,11,2020-08-14,20:00,None
35,Clarence,Richardson,10972,60,2020-08-14,20:30,None
35,Clarence,Richardson,11874,88,2020-08-11,20:00,None
35,Clarence,Richardson,10692,41,2020-08-14,11:30,"406, 24"
406,Timothy,Bryant,10692,41,2020-08-14,11:30,"35, 24"
24,William,Mchattie,10692,41,2020-08-14,11:30,"406, 35"
35,Clarence,Richardson,12699,63,2020-08-11,19:30,"588, 801, 828, 132"
588,Theodore,Graham,12699,63,2020-08-11,19:30,"35, 801, 828, 132"
801,Jennifer,Bligen,12699,63,2020-08-11,19:30,"588, 35, 828, 132"
828,Lisa,Cole,12699,63,2020-08-11,19:30,"588, 801, 35, 132"
132,Carl,Hartly,12699,63,2020-08-11,19:30,"588, 801, 828, 35"
36,Deborah,Ponder,12057,77,2020-08-13,10:00,"457, 738, 470, 472"
457,Kevin,Hansing,12057,77,2020-08-13,10:00,"36, 738, 470, 472"
738,Damien,Fletcher,12057,77,2020-08-13,10:00,"457, 36, 470, 472"
470,Michael,Wirth,12057,77,2020-08-13,10:00,"457, 738, 36, 472"
472,Brendan,Ross,12057,77,2020-08-13,10:00,"457, 738, 470, 36"
36,Deborah,Ponder,12328,23,2020-08-12,18:00,None
36,Deborah,Ponder,13815,73,2020-08-10,16:30,None
37,Charles,Perez,11486,100,2020-08-14,19:30,"935, 26, 625"
935,Colleen,Davenport,11486,100,2020-08-14,19:30,"37, 26, 625"
26,Margaret,Pilla,11486,100,2020-08-14,19:30,"935, 37, 625"
625,Letitia,Smith,11486,100,2020-08-14,19:30,"935, 26, 37"
37,Charles,Perez,10162,77,2020-08-15,16:00,333
333,William,Filthaut,10162,77,2020-08-15,16:00,37
37,Charles,Perez,13225,99,2020-08-12,20:00,None
38,Julie,Burks,12952,84,2020-08-09,23:30,None
38,Julie,Burks,14067,82,2020-08-15,9:00,702
702,Randall,Gordon,14067,82,2020-08-15,9:00,38
38,Julie,Burks,13775,47,2020-08-14,17:30,None
38,Julie,Burks,10189,56,2020-08-12,23:30,None
38,Julie,Burks,12130,89,2020-08-12,23:00,None
38,Julie,Burks,13360,21,2020-08-12,18:30,226
226,Marie,Villa,13360,21,2020-08-12,18:30,38
38,Julie,Burks,13882,34,2020-08-10,16:30,"71, 893, 23, 749"
71,Evelina,Marceau,13882,34,2020-08-10,16:30,"38, 893, 23, 749"
893,James,Redenbaugh,13882,34,2020-08-10,16:30,"71, 38, 23, 749"
23,Cary,Wince,13882,34,2020-08-10,16:30,"71, 893, 38, 749"
749,Whitney,Brown,13882,34,2020-08-10,16:30,"71, 893, 23, 38"
39,Valerie,Welsh,11109,39,2020-08-14,17:30,"366, 545, 277"
366,Kyle,Llanas,11109,39,2020-08-14,17:30,"39, 545, 277"
545,Gary,Petterson,11109,39,2020-08-14,17:30,"366, 39, 277"
277,Mark,Williams,11109,39,2020-08-14,17:30,"366, 545, 39"
39,Valerie,Welsh,12064,53,2020-08-15,20:00,"361, 676"
361,Aaron,Fast,12064,53,2020-08-15,20:00,"39, 676"
676,Gwen,Corliss,12064,53,2020-08-15,20:00,"361, 39"
39,Valerie,Welsh,12553,45,2020-08-14,21:00,None
40,Bradley,Barto,13111,90,2020-08-10,19:00,"541, 530"
541,Gail,Gambrill,13111,90,2020-08-10,19:00,"40, 530"
530,Caitlin,Goff,13111,90,2020-08-10,19:00,"541, 40"
40,Bradley,Barto,10488,88,2020-08-13,21:00,"466, 486, 650"
466,Erica,Ludwick,10488,88,2020-08-13,21:00,"40, 486, 650"
486,Kevin,Riesenberg,10488,88,2020-08-13,21:00,"466, 40, 650"
650,Lorna,Dixon,10488,88,2020-08-13,21:00,"466, 486, 40"
40,Bradley,Barto,10818,85,2020-08-09,15:00,"143, 203, 520, 646"
143,Valerie,Wright,10818,85,2020-08-09,15:00,"40, 203, 520, 646"
203,Chris,Lima,10818,85,2020-08-09,15:00,"143, 40, 520, 646"
520,Charles,Robinson,10818,85,2020-08-09,15:00,"143, 203, 40, 646"
646,Rick,Chavez,10818,85,2020-08-09,15:00,"143, 203, 520, 40"
40,Bradley,Barto,14823,7,2020-08-09,13:30,"397, 226"
397,Nancy,Sedore,14823,7,2020-08-09,13:30,"40, 226"
226,Marie,Villa,14823,7,2020-08-09,13:30,"397, 40"
40,Bradley,Barto,14169,7,2020-08-15,16:30,None
40,Bradley,Barto,11844,64,2020-08-13,23:00,None
41,Justin,Severy,12118,38,2020-08-09,14:00,None
41,Justin,Severy,12342,44,2020-08-09,11:30,None
41,Justin,Severy,13301,7,2020-08-10,14:30,"433, 20, 725, 520"
433,Dana,Alexander,13301,7,2020-08-10,14:30,"41, 20, 725, 520"
20,Douglas,Kessler,13301,7,2020-08-10,14:30,"433, 41, 725, 541"
725,Tiesha,Gardner,13301,7,2020-08-10,14:30,"433, 20, 41, 520"
520,Charles,Robinson,13301,7,2020-08-10,14:30,"433, 20, 725, 41"
41,Justin,Severy,14507,49,2020-08-12,22:30,None
42,Jim,Zasso,14476,7,2020-08-11,23:00,"228, 907, 729, 126"
228,Marilyn,Scott,14476,7,2020-08-11,23:00,"42, 907, 729, 126"
907,Catherine,Deford,14476,7,2020-08-11,23:00,"228, 42, 729, 126"
729,Marvin,Leingang,14476,7,2020-08-11,23:00,"228, 907, 42, 126"
126,Louise,Potter,14476,7,2020-08-11,23:00,"228, 907, 729, 42"
42,Jim,Zasso,14048,25,2020-08-09,23:00,370
370,Cody,Kluemper,14048,25,2020-08-09,23:00,42
43,Danette,Chaffin,12473,81,2020-08-11,22:30,None
43,Danette,Chaffin,11536,56,2020-08-15,7:00,None
43,Danette,Chaffin,12816,7,2020-08-11,9:00,"160, 85, 466"
160,Esmeralda,Garner,12816,7,2020-08-11,9:00,"43, 85, 466"
85,Kelly,Mendelson,12816,7,2020-08-11,9:00,"160, 43, 466"
466,Erica,Ludwick,12816,7,2020-08-11,9:00,"160, 85, 43"
43,Danette,Chaffin,13036,42,2020-08-09,9:00,"45, 223, 892, 404"
45,Richard,Mathis,13036,42,2020-08-09,9:00,"43, 223, 892, 404"
223,Paula,Nicholson,13036,42,2020-08-09,9:00,"45, 43, 892, 404"
892,Patricia,Curnutte,13036,42,2020-08-09,9:00,"45, 223, 43, 404"
404,Elaine,Tamayo,13036,42,2020-08-09,9:00,"45, 223, 892, 43"
43,Danette,Chaffin,11357,24,2020-08-14,18:00,"805, 44"
805,Lisa,Bachleda,11357,24,2020-08-14,18:00,"43, 44"
44,Edna,Glasby,11357,24,2020-08-14,18:00,"805, 43"
43,Danette,Chaffin,14367,81,2020-08-12,17:30,"126, 153, 870"
126,Louise,Potter,14367,81,2020-08-12,17:30,"43, 153, 870"
153,Mildred,Mathur,14367,81,2020-08-12,17:30,"126, 43, 870"
870,James,Hill,14367,81,2020-08-12,17:30,"126, 153, 43"
43,Danette,Chaffin,11986,74,2020-08-14,15:30,None
44,Edna,Glasby,11626,59,2020-08-11,19:00,"640, 734"
640,Sara,Sullinger,11626,59,2020-08-11,19:00,"44, 734"
734,Susan,Gray,11626,59,2020-08-11,19:00,"640, 44"
44,Edna,Glasby,11140,68,2020-08-10,17:30,"287, 803"
287,Miesha,Goodwin,11140,68,2020-08-10,17:30,"44, 803"
803,Millard,Ritchey,11140,68,2020-08-10,17:30,"287, 44"
44,Edna,Glasby,12703,45,2020-08-12,19:00,"992, 499, 527"
992,Truman,Paulk,12703,45,2020-08-12,19:00,"44, 499, 527"
499,Ronnie,Warner,12703,45,2020-08-12,19:00,"992, 44, 527"
527,Jeremy,Young,12703,45,2020-08-12,19:00,"992, 499, 44"
45,Richard,Mathis,13809,28,2020-08-14,12:30,188
188,Joan,Hodgens,13809,28,2020-08-14,12:30,45
46,Diane,Patrick,13869,23,2020-08-12,14:30,None
46,Diane,Patrick,14440,68,2020-08-13,10:00,None
46,Diane,Patrick,13446,58,2020-08-10,19:30,"565, 559"
565,Derick,Ellis,13446,58,2020-08-10,19:30,"46, 559"
559,Amanda,Sydow,13446,58,2020-08-10,19:30,"565, 46"
46,Diane,Patrick,10962,6,2020-08-12,20:30,None
46,Diane,Patrick,12729,63,2020-08-11,13:30,583
583,Brooke,Owens,12729,63,2020-08-11,13:30,46
46,Diane,Patrick,13202,46,2020-08-11,17:30,"454, 968, 735"
454,Dolores,Lapointe,13202,46,2020-08-11,17:30,"46, 968, 735"
968,Paulette,Alan,13202,46,2020-08-11,17:30,"454, 46, 735"
735,Pearl,Davis,13202,46,2020-08-11,17:30,"454, 968, 46"
47,Timothy,Garza,10954,46,2020-08-09,18:30,634
634,Gloria,Jackman,10954,46,2020-08-09,18:30,47
47,Timothy,Garza,10825,48,2020-08-15,16:00,None
47,Timothy,Garza,11375,39,2020-08-10,21:30,742
742,Pamela,Macias,11375,39,2020-08-10,21:30,47
47,Timothy,Garza,14394,69,2020-08-14,20:00,None
47,Timothy,Garza,13101,18,2020-08-09,7:00,None
48,Margaret,Kerr,11086,15,2020-08-15,22:30,670
670,Gene,Kazee,11086,15,2020-08-15,22:30,48
48,Margaret,Kerr,10781,76,2020-08-14,9:00,None
48,Margaret,Kerr,13895,51,2020-08-12,23:30,None
48,Margaret,Kerr,14089,4,2020-08-10,16:30,"839, 313, 877, 19"
839,Milton,Thomas,14089,4,2020-08-10,16:30,"48, 313, 877, 19"
313,Nina,Furr,14089,4,2020-08-10,16:30,"839, 48, 877, 19"
877,Anna,Morgan,14089,4,2020-08-10,16:30,"839, 313, 48, 19"
